Title,Original title,ID,Language,Details,Genre IDs,Popularity,Release date,Review score,Number of reviews
Lost Sofia,Perdida,977592,pt,"A modern and independent girl, but when it comes to love, the only novels in her life are those from Jane Austen's literary universe. After using a borrowed cell phone, something mysterious happens and she is transported to a different world, which resembles the 19th century. Sofia is taken in by the family of the charming Ian Clarke, while desperately trying to find a way to return to her life. What she didn't know is that her heart had other plans.","[10749, 14]",9.039,2023-07-13,7.3,20
Bonne Conduite,Bonne Conduite,974561,fr,"Pauline has her own way of doing road safety: as a trainer in a point recovery center during the day, she becomes a serial killer of drivers at night.","[35, 80]",6.155,2023-03-29,6.1,92
Lie with Me,Arrête avec tes mensonges,976293,fr,"An author returns to his hometown of Cognac for the first time in 35 years to help promote a distillery. Once there, he meets his first love’s son, Lucas. Memories come rushing back to him: irrepressible attraction, bodies becoming one in the heat of desire, a passion that can never be revealed… His first love’s name was Thomas. They were 17.","[18, 10749]",10.905,2023-02-22,7.7,59
Four Daughters,بنات ألفة,1069193,ar,"Between light and darkness stands Olfa, a Tunisian woman and the mother of four daughters. One day, her two older daughters disappear. To fill in their absence, the filmmaker Kaouther Ben Hania invites professional actresses and invents a unique cinema experience that will lift the veil on Olfa and her daughters’ life stories.","[18, 99]",8.559,2023-07-05,7.8,21
LOLA,LOLA,941019,en,"Sussex, England, 1938. Shortly before the outbreak of World War II, Thomasina and Martha Hanbury, two ingenious sisters, create LOLA, a miraculous machine.","[18, 878, 10752]",8.684,2023-04-07,6.6,43
A Day and a Half,En dag och en halv,978783,sv,"In a desperate bid to reunite with his daughter, an armed man bursts into the medical center where his estranged wife works and kidnaps her.",[18],7.471,2023-09-01,6.5,103
The Passenger,The Passenger,957314,en,"Randolph Bradley is perfectly content fading into the background, but when his coworker Benson snaps and goes on a violent killing spree, he’s forced to face his fears and confront his troubled past in order to find a way to survive.","[80, 53, 27]",8.133,2023-08-04,6.1,48
Marvel Studios Assembled: The Making of Ant-Man and the Wasp: Quantumania,Marvel Studios Assembled: The Making of Ant-Man and the Wasp: Quantumania,1127361,en,"Join cast and crew as they delve deep into the creation of ""Ant-Man and The Wasp: Quantumania."" Combining immersive behind-the-scenes footage with candid interviews, Assembled reveals how an incredible new world was brought to the screen.",[99],5.243,2023-07-19,6.0,12
Super bourrés,Super bourrés,1027322,fr,Janus is a young high school student who dreams of leaving his native countryside ravaged by isolation and alcoholism. His daily life changes the day he discovers an artisanal distillery hidden in his grandfather's cellar.,[35],8.13,2023-08-30,5.6,14
Carmen,Carmen,763261,en,"A young and fiercely independent woman, Carmen, is forced to flee her home in the Mexican desert following the brutal murder of her mother. She survives an illegal border crossing into the US, only to be confronted by a lawless volunteer border guard. When the border guard and his patrol partner Aidan become embroiled in a deadly standoff, the pair is forced to escape together.","[18, 10402]",7.461,2023-04-21,6.4,36
The Lady of Silence: The Mataviejitas Murders,La Dama del Silencio: El caso Mataviejitas,1142216,es,"Between 1998 and 2005, a wave of murders targeting elderly women hit Mexico City, triggering the hunt for — and capture — of a most unlikely suspect.","[99, 80]",7.297,2023-07-27,7.6,29
Diabolik - Who Are You?,Diabolik chi sei?,824003,it,"Captured by a ruthless gang of bank robbers, foes Diabolik and Ginko find themselves facing certain death. While Eva Kant and Altea forge an unlikely alliance to rescue their lovers, Diabolik reveals his mysterious past to the Inspector.","[80, 28]",7.527,2023-11-30,6.3,23
Don't Buy the Seller,타겟,813079,ko,"Soo-hyun, who has recently moved into a new house, buys a used washing machine through a second-hand app but finds out it doesn’t work. Annoyed by the seller’s irresponsibility, she leaves a comment calling the seller a con man, and reports it to the police. Little does she know that the seller is a psychopathic serial killer who uses an online second-hand market to lure his victims. Her comment renders his hunt for a new victim all but impossible so she becomes his next target. She starts receiving obscene phone calls, countless unwanted food deliveries, and strange men knocking on her door looking for a good time. A trip to the sender’s address proves deadly serious when the police and Soo-hyun find a man’s dead body.","[53, 9648, 80]",7.035,2023-08-30,7.0,11
Temptation,Pokusa,1048516,pl,"Inez is a young, aspiring journalist who dreams of love and a job at a prestigious publishing house. Once she gets to the paradise of her dreams, problems will start to multiply. What's more, two handsome men will appear at her side. Both mysterious and unpredictable.","[53, 10749]",6.099,2023-01-27,5.6,33
Les Indésirables,Bâtiment 5,978035,fr,"This charts the journey of a fierce young woman, Habi, and a budding new mayor, Pierre, crossing paths in an underprivileged suburb on the outskirts of Paris. Habi, a native of the suburb who is involved in social orgs helping locals, becomes a political figure. Pierre, meanwhile, is a former doctor who takes the city’s reins after the mayor’s death and sets off to follow his agenda.",[18],6.155,2023-12-06,5.9,24
Somewhere in Queens,Somewhere in Queens,829774,en,"Leo and Angela Russo live a simple life in Queens, surrounded by their overbearing Italian-American family. When their son finds success on his high school basketball team, Leo tears the family apart trying to make it happen.","[35, 18]",6.186,2023-04-21,6.4,39
Unknown: Cave of Bones,Unknown: Cave of Bones,1128720,en,"Journey to South Africa’s Cradle of Mankind, where Paleoanthropologist Lee Berger has found the world’s oldest graveyard — which is not human. If Lee and his team can prove that this ancient, small brained, ape-like creature practiced complex burial rituals, it will change everything we know about hominid evolution and the origins of belief.",[99],7.113,2023-07-17,7.3,32
Da grandi,Da grandi,963861,it,"Marco, Tato, Serena, and Leo are nine years old, and they are inseparable friends, ready to defend each other from their schoolmates’ bullying.  On the evening of Marco's birthday, all four find themselves together to blow out the candles and unknowingly make the same wish: become adults. In one night's time, they find themselves magically the same age as their parents, but with the same behaviour and thoughts they have as kids.","[35, 10751]",5.15,2023-04-29,6.4,39
Asedio,Asedio,1090868,es,"Madrid, Spain. During an eviction procedure, Dani, a police officer, makes a shocking discovery.","[18, 53]",6.675,2023-05-05,5.3,27
No Love Lost,La fille de son père,989238,fr,"Étienne is barely twenty when he falls in love with Valérie. They are hardly any more when their daughter Rosa is born. And then, one day, Valérie leaves and never returns. He chooses not to make a drama of it and builds a happy life for him and his child. Sixteen years later, when Rosa is about to lead her own life, Étienne recognizes his wife in a television report. The past brutally resurfaces, and father and daughter are propelled into one last chaotic family journey.","[35, 18]",5.13,2023-12-20,5.8,16
Moving On,Moving On,953365,en,"Two old friends reconnect at their friend's funeral, and decide to exact revenge on the widower who wronged all three of them decades earlier.","[35, 18]",5.113,2023-03-17,6.4,40
Umami,Umami no Tabi,788030,ja,Following a near-death experience France's leading chef throws himself into a quest seeking the flavor that has confounded his life since he was defeated by a Japanese chef's bowl of noodles as a young man.,"[18, 35]",7.864,2023-02-09,5.5,26
Vjeran Tomic: The Spider-Man of Paris,Vjeran Tomic: L'homme-araignée de Paris,1183166,fr,"In his own words, the burglar behind the 2010 robbery of the Paris Museum of Modern Art tells how he pulled off the biggest art heist in French history.","[99, 80]",5.325,2023-10-20,6.9,35
Jigarthanda DoubleX,ஜிகர்தண்டா டபுள்X,1007074,ta,A notorious gangster is incited to transform into a film hero and opts for a filmmaker and their project descends into a scenario they had never anticipated.,"[28, 18, 35, 37]",5.948,2023-11-10,6.8,11
Cyberbunker: The Criminal Underworld,Cyberbunker: Darknet in Deutschland,1191658,de,This documentary reveals how a group of hackers powered the darkest corners of the internet from a Cold War-era bunker in a quiet German tourist town.,"[99, 80]",10.367,2023-11-08,6.7,17
Kidnapped,Rapito,801112,it,"The story of Edgardo Mortara, a young Jewish boy living in Bologna, Italy, who in 1858, after being secretly baptized, was forcibly taken from his family to be raised as a Christian. His parents’ struggle to free their son became part of a larger political battle that pitted the papacy against forces of democracy and Italian unification.","[18, 36]",8.355,2023-05-25,7.4,199
